#TYPE System.IO.FileInfo
"PSPath","PSParentPath","PSChildName","PSDrive","PSProvider","PSIsContainer","Mode","VersionInfo","BaseName","Target","LinkType","Name","Length","DirectoryName","Directory","IsReadOnly","Exists","FullName","Extension","CreationTime","CreationTimeUtc","LastAccessTime","LastAccessTimeUtc","LastWriteTime","LastWriteTimeUtc","Attributes"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\marks\Downloads\scrapeimg\jpg\50139804.jpg","Microsoft.PowerShell.Core\FileSystem::C:\Users\marks\Downloads\scrapeimg\jpg","50139804.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             C:\Users\marks\Downloads\scrapeimg\jpg\50139804.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","50139804","System.Collections.Generic.List`1[System.String]",,"50139804.jpg","6354","C:\Users\marks\Downloads\scrapeimg\jpg","C:\Users\marks\Downloads\scrapeimg\jpg","False","True","C:\Users\marks\Downloads\scrapeimg\jpg\50139804.jpg",".jpg","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\marks\Downloads\scrapeimg\jpg\50139952.jpg","Microsoft.PowerShell.Core\FileSystem::C:\Users\marks\Downloads\scrapeimg\jpg","50139952.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             C:\Users\marks\Downloads\scrapeimg\jpg\50139952.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","50139952","System.Collections.Generic.List`1[System.String]",,"50139952.jpg","7237","C:\Users\marks\Downloads\scrapeimg\jpg","C:\Users\marks\Downloads\scrapeimg\jpg","False","True","C:\Users\marks\Downloads\scrapeimg\jpg\50139952.jpg",".jpg","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\marks\Downloads\scrapeimg\jpg\50140063.jpg","Microsoft.PowerShell.Core\FileSystem::C:\Users\marks\Downloads\scrapeimg\jpg","50140063.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             C:\Users\marks\Downloads\scrapeimg\jpg\50140063.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","50140063","System.Collections.Generic.List`1[System.String]",,"50140063.jpg","9362","C:\Users\marks\Downloads\scrapeimg\jpg","C:\Users\marks\Downloads\scrapeimg\jpg","False","True","C:\Users\marks\Downloads\scrapeimg\jpg\50140063.jpg",".jpg","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\marks\Downloads\scrapeimg\jpg\50140065.jpg","Microsoft.PowerShell.Core\FileSystem::C:\Users\marks\Downloads\scrapeimg\jpg","50140065.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             C:\Users\marks\Downloads\scrapeimg\jpg\50140065.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","50140065","System.Collections.Generic.List`1[System.String]",,"50140065.jpg","8594","C:\Users\marks\Downloads\scrapeimg\jpg","C:\Users\marks\Downloads\scrapeimg\jpg","False","True","C:\Users\marks\Downloads\scrapeimg\jpg\50140065.jpg",".jpg","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\marks\Downloads\scrapeimg\jpg\50140584.jpg","Microsoft.PowerShell.Core\FileSystem::C:\Users\marks\Downloads\scrapeimg\jpg","50140584.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             C:\Users\marks\Downloads\scrapeimg\jpg\50140584.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","50140584","System.Collections.Generic.List`1[System.String]",,"50140584.jpg","7662","C:\Users\marks\Downloads\scrapeimg\jpg","C:\Users\marks\Downloads\scrapeimg\jpg","False","True","C:\Users\marks\Downloads\scrapeimg\jpg\50140584.jpg",".jpg","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\marks\Downloads\scrapeimg\jpg\50140637.jpg","Microsoft.PowerShell.Core\FileSystem::C:\Users\marks\Downloads\scrapeimg\jpg","50140637.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             C:\Users\marks\Downloads\scrapeimg\jpg\50140637.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","50140637","System.Collections.Generic.List`1[System.String]",,"50140637.jpg","8032","C:\Users\marks\Downloads\scrapeimg\jpg","C:\Users\marks\Downloads\scrapeimg\jpg","False","True","C:\Users\marks\Downloads\scrapeimg\jpg\50140637.jpg",".jpg","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\marks\Downloads\scrapeimg\jpg\50140900.jpg","Microsoft.PowerShell.Core\FileSystem::C:\Users\marks\Downloads\scrapeimg\jpg","50140900.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             C:\Users\marks\Downloads\scrapeimg\jpg\50140900.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","50140900","System.Collections.Generic.List`1[System.String]",,"50140900.jpg","6785","C:\Users\marks\Downloads\scrapeimg\jpg","C:\Users\marks\Downloads\scrapeimg\jpg","False","True","C:\Users\marks\Downloads\scrapeimg\jpg\50140900.jpg",".jpg","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\marks\Downloads\scrapeimg\jpg\50140967.jpg","Microsoft.PowerShell.Core\FileSystem::C:\Users\marks\Downloads\scrapeimg\jpg","50140967.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             C:\Users\marks\Downloads\scrapeimg\jpg\50140967.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","50140967","System.Collections.Generic.List`1[System.String]",,"50140967.jpg","9233","C:\Users\marks\Downloads\scrapeimg\jpg","C:\Users\marks\Downloads\scrapeimg\jpg","False","True","C:\Users\marks\Downloads\scrapeimg\jpg\50140967.jpg",".jpg","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\marks\Downloads\scrapeimg\jpg\50141317.jpg","Microsoft.PowerShell.Core\FileSystem::C:\Users\marks\Downloads\scrapeimg\jpg","50141317.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             C:\Users\marks\Downloads\scrapeimg\jpg\50141317.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","50141317","System.Collections.Generic.List`1[System.String]",,"50141317.jpg","10640","C:\Users\marks\Downloads\scrapeimg\jpg","C:\Users\marks\Downloads\scrapeimg\jpg","False","True","C:\Users\marks\Downloads\scrapeimg\jpg\50141317.jpg",".jpg","12/15/2022 8:29:08 AM","12/15/2022 2:29:08 PM","12/15/2022 8:47:38 AM","12/15/2022 2:47:38 PM","12/15/2022 8:29:13 AM","12/15/2022 2:29:13 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\marks\Downloads\scrapeimg\jpg\50141452.jpg","Microsoft.PowerShell.Core\FileSystem::C:\Users\marks\Downloads\scrapeimg\jpg","50141452.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             C:\Users\marks\Downloads\scrapeimg\jpg\50141452.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","50141452","System.Collections.Generic.List`1[System.String]",,"50141452.jpg","8762","C:\Users\marks\Downloads\scrapeimg\jpg","C:\Users\marks\Downloads\scrapeimg\jpg","False","True","C:\Users\marks\Downloads\scrapeimg\jpg\50141452.jpg",".jpg","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\marks\Downloads\scrapeimg\jpg\50142043.jpg","Microsoft.PowerShell.Core\FileSystem::C:\Users\marks\Downloads\scrapeimg\jpg","50142043.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             C:\Users\marks\Downloads\scrapeimg\jpg\50142043.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","50142043","System.Collections.Generic.List`1[System.String]",,"50142043.jpg","6387","C:\Users\marks\Downloads\scrapeimg\jpg","C:\Users\marks\Downloads\scrapeimg\jpg","False","True","C:\Users\marks\Downloads\scrapeimg\jpg\50142043.jpg",".jpg","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\marks\Downloads\scrapeimg\jpg\50142264.jpg","Microsoft.PowerShell.Core\FileSystem::C:\Users\marks\Downloads\scrapeimg\jpg","50142264.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             C:\Users\marks\Downloads\scrapeimg\jpg\50142264.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","50142264","System.Collections.Generic.List`1[System.String]",,"50142264.jpg","8709","C:\Users\marks\Downloads\scrapeimg\jpg","C:\Users\marks\Downloads\scrapeimg\jpg","False","True","C:\Users\marks\Downloads\scrapeimg\jpg\50142264.jpg",".jpg","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\marks\Downloads\scrapeimg\jpg\50142304.jpg","Microsoft.PowerShell.Core\FileSystem::C:\Users\marks\Downloads\scrapeimg\jpg","50142304.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             C:\Users\marks\Downloads\scrapeimg\jpg\50142304.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","50142304","System.Collections.Generic.List`1[System.String]",,"50142304.jpg","9486","C:\Users\marks\Downloads\scrapeimg\jpg","C:\Users\marks\Downloads\scrapeimg\jpg","False","True","C:\Users\marks\Downloads\scrapeimg\jpg\50142304.jpg",".jpg","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\marks\Downloads\scrapeimg\jpg\50142452.jpg","Microsoft.PowerShell.Core\FileSystem::C:\Users\marks\Downloads\scrapeimg\jpg","50142452.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             C:\Users\marks\Downloads\scrapeimg\jpg\50142452.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","50142452","System.Collections.Generic.List`1[System.String]",,"50142452.jpg","8683","C:\Users\marks\Downloads\scrapeimg\jpg","C:\Users\marks\Downloads\scrapeimg\jpg","False","True","C:\Users\marks\Downloads\scrapeimg\jpg\50142452.jpg",".jpg","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\marks\Downloads\scrapeimg\jpg\50142510.jpg","Microsoft.PowerShell.Core\FileSystem::C:\Users\marks\Downloads\scrapeimg\jpg","50142510.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             C:\Users\marks\Downloads\scrapeimg\jpg\50142510.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","50142510","System.Collections.Generic.List`1[System.String]",,"50142510.jpg","9640","C:\Users\marks\Downloads\scrapeimg\jpg","C:\Users\marks\Downloads\scrapeimg\jpg","False","True","C:\Users\marks\Downloads\scrapeimg\jpg\50142510.jpg",".jpg","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\marks\Downloads\scrapeimg\jpg\50142664.jpg","Microsoft.PowerShell.Core\FileSystem::C:\Users\marks\Downloads\scrapeimg\jpg","50142664.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a----","File:             C:\Users\marks\Downloads\scrapeimg\jpg\50142664.jpg
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","50142664","System.Collections.Generic.List`1[System.String]",,"50142664.jpg","6525","C:\Users\marks\Downloads\scrapeimg\jpg","C:\Users\marks\Downloads\scrapeimg\jpg","False","True","C:\Users\marks\Downloads\scrapeimg\jpg\50142664.jpg",".jpg","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","12/15/2022 8:49:00 AM","12/15/2022 2:49:00 PM","Archive"
